Site,Participant_ID,RowNumber,session_id,attention,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,lposition,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
UniversityOfFlorida,117,2006,7572926,5,357,330,354,351,348,345,342,339,336,333,-8,4,0,6,5,6,5,6,3,7,4,6,5,8,7,8,7,6,6,This Stroop task has no feedback,2,1,1,1,1,2,2,3,3,2,2,1,4,3,3,3,2,2,3,3,1,2,1,3,2,1,2,8,0,-1,-1,0,1,2,2,2,2,1,1,4,2,3,4,4,3,2,4,4,1,1,5,1,4,5,2,4,4,2,6,2,7,7,5,2,7,4,8,2,4,11/20/14,DM,73,II-SR,10,7,B,Monday,4,No(2),"May have not completed the computer part (i.e. just clicked through it all). When I went in the room to open up the debriefing form for another participant, she was sitting with her head down on her desk. Possible that she did not speak/read English well either.",8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,5,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,144.0000029,2,30,7,10,11,8,9,12,15,31,NA,NA,36,35,26,24,25,18,19,20,17,16,34,17,14,13,13,15,28,29,37,27,32,0,33,6,3,5,4,23,23,21,13,23,22,1,24,11/20/14 14:51,11/20/14,14:51,11,20,14,92,112,11/20/14,11,20,14,92,112,8/27/14,8,27,14,0,27,0.794392523,0.794392523,Pass,4.5,5,5.5,5,3.5,2.8,7,3.666666667,4,4,5,2,LowPower,1,4,NoCredentials,Male,WorstGrade,1,0,0,1,0,2,-,CommunalFemale,Communal,FemaleTarget,7.2,0.484126984,0,0
UniversityOfFlorida,21,213,7397693,4,357,330,354,351,348,345,342,339,336,333,-6,4,0,6,2,7,2,7,1,5,1,6,3,9,9,8,9,9,6,This Stroop task has no feedback,1,1,1,1,1,4,2,1,4,4,3,4,4,4,4,3,2,3,1,4,2,1,2,2,1,1,1,8,0,-1,-1,0,2,2,1,1,1,2,1,2,2,4,2,2,3,2,3,4,1,1,3,1,5,6,1,5,4,1,5,4,7,7,6,2,10,2,4,1,4,9/4/14,DM,72,II-SR,10,7,B,Friday,5,Yes,Cloudy. The participant clicked the continue button on the welcome page before I read the instructions.,8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,3,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,63.00000278,9,30,10,15,13,14,12,11,7,27,NA,NA,36,35,3,2,2,5,6,7,3,8,34,4,25,23,24,26,29,31,37,33,32,0,28,19,16,18,17,20,23,21,7,23,22,1,20,9/4/14 15:43,9/4/14,15:43,9,4,14,31,35,9/4/14,9,4,14,31,35,8/27/14,8,27,14,0,27,0.074766355,0.074766355,Pass,6,7,6.5,5.5,2,2.866666667,6.5,2.5,3,4,6,1.25,LowPower,1,2,NoCredentials,Female,WorstGrade,0,1,0,1,0,2,-,CommunalFemale,Communal,FemaleTarget,8.8,-0.682539683,0,0
UniversityOfFlorida,83,1249,7501957,5,357,330,354,351,348,345,342,339,336,333,3,3,0,6,2,7,1,7,1,7,1,7,2,4,4,5,7,2,4,This Stroop task has no feedback,2,1,1,1,1,4,4,2,4,4,3,3,4,2,4,4,3,3,4,4,1,1,0,3,1,0,4,8,0,-1,-1,0,2,2,2,2,2,2,2,2,1,2,4,5,2,1,5,5,1,1,2,1,6,7,1,5,4,3,5,2,7,7,7,1,9,2,7,3,1,10/21/14,DM,72,SR-II,10,3,C,Friday,5,N/A,Various chatter in hallway throughout session.,8/27/14,12/12/14,107,1,1,0,0,0,0,4,0.5,0,5,0,1,0,0,0,0,0,1,1,2,26,600,2500,140,1,0,0,1,1,1,0.33,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,190.0000111,3,34,21,23,22,24,26,25,6,30,NA,NA,36,35,12,11,11,18,19,20,17,16,31,17,5,4,4,6,27,32,37,29,33,0,28,10,7,9,8,17,4,13,15,15,14,1,2,10/21/14 14:15,10/21/14,14:15,10,21,14,61,82,10/21/14,10,21,14,61,82,8/27/14,8,27,14,0,27,0.514018692,0.514018692,Pass,6.5,7,6.5,6.5,1,3.333333333,6,4,5,5,7,1.75,LowPower,1,5,NoCredentials,Male,WorstGrade,1,1,1,1,1,5,+,CommunalFemale,Communal,FemaleTarget,4.4,0.817460317,0,0
CarletonUniversity,30,1118,7487628,1,357,330,354,351,348,345,342,339,336,333,-2,4,0,5,5,7,6,6,4,7,4,3,5,5,4,3,6,6,6,This Stroop task has no feedback,1,1,1,1,1,2,1,1,3,3,3,2,4,3,4,4,2,4,3,4,1,1,0,3,2,1,1,8,0,-1,-1,0,2,1,2,2,2,4,4,2,3,4,3,3,5,2,5,4,2,6,6,2,5,3,2,3,3,3,3,1,7,7,7,1,8,4,5,2,51,10/15/14,RD,26.4,II-SR,20,7,C,Monday,5,N/A,leaned against wall,9/5/14,12/8/14,94,1,0,1,0,0,0,6,0.5,0,3,0,1,0,1,0,0,0,0,0,5,200,4200,12000,756,1,0,0,3,1,1,0.5,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,68.99999916,26,29,2,7,5,3,4,6,13,30,NA,NA,36,35,13,12,12,20,21,22,19,11,28,19,9,8,8,10,33,32,37,27,34,0,31,18,15,17,16,13,23,23,13,25,24,1,14,10/15/14 14:38,10/15/14,14:38,10,15,14,61,76,10/15/14,10,15,14,61,76,9/5/14,9,5,14,31,36,0.425531915,0.425531915,Fail,4.5,5.5,4.5,5,5.5,2.866666667,4,2.333333333,5,4,3,2.75,LowPower,1,4,NoCredentials,Female,WorstGrade,1,1,0,0,1,3,+,CommunalFemale,Communal,FemaleTarget,4.8,-0.849206349,0,0
IthacaCollege,115,2233,7604009,5,357,330,354,351,348,345,342,339,336,333,-2,4,0,6,4,5,6,7,4,6,4,5,3,5,4,5,5,4,6,This Stroop task has no feedback,2,1,1,1,1,3,3,3,3,3,4,3,4,2,3,3,3,3,2,3,1,2,0,1,1,1,1,8,0,-1,-1,0,2,2,2,1,2,3,2,4,4,4,3,3,3,1,4,4,2,5,6,1,5,5,2,4,4,2,3,2,6,6,5,2,9,1,5,4,57,12/2/14,KK,72.5,SR-II,10,7,A,Monday,4,Yes,Participant sat down with the clipboard.,9/15/14,12/12/14,88,1,0,1,0,0,0,5,0.5,0,3,0,1,1,1,0,0,0,0,0,1,6,700,500,498,1,0,0,4,1,1,0.5,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,95.00000586,16,28,17,22,20,19,18,21,7,32,NA,NA,36,35,6,5,5,24,25,26,23,7,33,23,3,2,2,4,30,34,37,29,31,0,27,11,8,10,9,20,23,13,13,15,14,1,12,12/2/14 14:46,12/2/14,14:46,12,2,14,122,124,12/2/14,12,2,14,122,124,9/15/14,9,15,14,31,46,0.886363636,0.886363636,Pass,6,4.5,5,5,4.5,2.733333333,5.5,2.833333333,4,4,5,2,LowPower,1,4,NoCredentials,Male,WorstGrade,1,0,1,1,0,3,+,CommunalFemale,Communal,FemaleTarget,4.6,-0.349206349,0,1
MontanaStateUniversity,42,824,7460101,5,357,330,354,351,348,345,342,339,336,333,1,3,0,7,3,6,2,6,2,5,3,5,2,6,3,3,6,5,6,This Stroop task has no feedback,2,1,1,1,1,4,4,4,4,4,1,1,4,4,3,2,2,3,4,2,1,1,0,1,1,0,1,8,0,-1,-1,0,1,2,1,2,2,5,5,3,2,4,4,5,2,1,4,3,1,1,1,2,4,7,4,4,2,3,5,4,6,6,6,2,7,5,8,2,1,10/2/14,Mari S.,68,II-SR,20,6,C,Friday,5,N/A,Had people occupying the office while participants came up to do surveys. It was louder than normal.,9/8/14,12/5/14,88,1,1,1,0,0,0,5,1,1,5,0,1,0,0,0,0,0,1,1,2,62,600,3000,600,1,0,0,1,0,0,0,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,76.00000645,7,31,20,24,25,23,22,21,10,33,NA,NA,36,35,9,8,8,3,4,5,1,26,27,2,18,16,17,19,29,30,37,28,34,0,32,13,10,12,11,20,3,14,15,16,15,1,6,10/2/14 14:38,10/2/14,14:38,10,2,14,61,63,10/2/14,10,2,14,61,63,9/8/14,9,8,14,31,39,0.272727273,0.272727273,Pass,6,5.5,6.5,5,2.5,3.466666667,3,3.666666667,4,3,7,3.25,LowPower,1,3,NoCredentials,Male,WorstGrade,1,1,1,0,0,3,+,CommunalFemale,Communal,FemaleTarget,4.6,0.484126984,0,0
UCRiverside,41,1179,7492840,1,357,330,354,351,348,345,342,339,336,333,1,3,1,6,5,5,6,6,7,6,6,7,4,7,6,6,7,6,2,This Stroop task has no feedback,2,1,1,1,1,3,3,2,3,3,4,2,4,4,3,2,3,2,3,3,1,2,0,2,2,1,2,8,0,-1,-1,0,1,2,2,1,2,3,2,4,2,2,4,4,2,2,3,4,3,1,2,2,5,6,2,3,4,3,4,2,6,6,4,1,4,4,6,3,3,10/17/14,UG/JS,75.3,II-SR,10,6,C,Monday,4,N/A,"Participant took the clipboard, paused and then returned to his seat inside the room to finish the surveys",10/2/14,12/12/14,71,1,1,0,1,0,0,4,0.5,0,3,0,1,0,0,0,0,1,1,1,5,55,1350,5400,300,1,0,0,3,1,1,0,Participants can receive credit at the beginning of the semester for taking part in the _mass survey_. This is a large survey given to students at the beginning of the semester as a way to pre-test participants. ,Plastic,241.0000042,4,29,12,17,13,15,16,14,6,33,NA,NA,36,35,3,2,2,24,25,26,23,18,34,23,10,9,9,11,27,28,37,31,30,0,32,22,19,21,20,16,23,5,15,7,6,1,8,10/17/14 13:49,10/17/14,13:49,10,17,14,61,78,10/17/14,10,17,14,61,78,10/2/14,10,2,14,61,63,0.211267606,0.211267606,Fail,5,3.5,3.5,4.5,3.5,2.8,5.5,4,3,4,6,2.5,LowPower,1,3,NoCredentials,Male,WorstGrade,1,0,0,0,1,2,-,CommunalFemale,Communal,FemaleTarget,6.4,0.817460317,0,1
PacificLutheranUniversity,96,2193,7602876,4,357,330,354,351,348,345,342,339,336,333,-9,4,0,6,1,6,5,2,4,6,3,3,4,9,6,4,6,5,6,This Stroop task has no feedback,1,1,1,1,1,2,3,2,2,1,2,2,3,3,4,1,2,2,2,4,1,1,0,1,1,0,1,8,0,-1,-1,0,1,1,1,1,1,2,2,4,4,4,4,2,2,1,4,4,1,1,4,2,5,5,2,5,4,1,4,4,7,7,4,2,10,3,6,1,20,12/2/14,Hannah,76,"SR, II",20,5,C,Friday,5,No (Missed 3),came up to me and told me number pad wasnt working for distractor task (it was on number lock). Tried to leave before debriefing,9/15/14,12/12/14,88,1,1,1,0,0,0,5,0.5,0,5,0,1,1,1,0,0,0,0,1,2,18,165,750,105,1,0,0,3,1,0,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,203.0000053,15,29,9,14,12,10,11,13,16,33,NA,NA,36,35,22,20,21,6,7,8,4,16,34,5,24,22,23,25,28,32,37,31,27,0,30,20,17,19,18,17,23,2,15,4,3,1,26,12/2/14 11:52,12/2/14,11:52,12,2,14,122,124,12/2/14,12,2,14,122,124,9/15/14,9,15,14,31,46,0.886363636,0.886363636,Pass,3,5.5,5,6.5,5,2.466666667,6,3,4,4,5,1.5,LowPower,1,0,NoCredentials,Female,WorstGrade,1,1,1,0,0,3,+,CommunalFemale,Communal,FemaleTarget,6,-0.182539683,0,0
PacificLutheranUniversity,42,905,7469567,4,357,331,-2971,351,348,345,343,340,337,334,-5,4,0,6,1,7,5,7,3,7,5,5,3,2,2,3,4,3,6,This Stroop task has no feedback,1,1,1,1,1,2,2,1,3,3,3,3,3,2,2,2,3,2,3,3,2,2,0,3,2,1,1,8,0,-1,-1,0,1,1,1,1,2,2,1,3,2,4,3,4,2,2,3,4,1,1,1,2,5,3,3,3,4,3,6,2,7,7,6,2,5,5,1,1,20,10/7/14,Hannah,75,"II, SR",20,5,C,Monday,3,No (2 missed),"Participant started standing, then placed clipboard on desk. Computer error after I entered ID",9/15/14,12/12/14,88,1,1,1,0,0,0,5,0.5,0,5,0,1,1,1,0,0,0,0,1,2,18,165,750,105,1,0,0,3,1,0,0,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,151.0000014,17,32,19,23,21,22,24,20,17,28,NA,NA,36,35,26,24,25,7,8,9,6,13,34,6,11,10,10,12,33,27,37,30,31,0,29,5,2,4,3,20,4,14,13,16,15,1,18,10/7/14 12:22,10/7/14,12:22,10,7,14,61,68,10/7/14,10,7,14,61,68,9/15/14,9,15,14,31,46,0.25,0.25,Pass,6,5,5.5,7,4,2.333333333,6.5,3.333333333,3,4,3,2.75,LowPower,1,1,NoCredentials,Female,WorstGrade,0,0,0,0,0,0,-,CommunalFemale,Communal,FemaleTarget,2.8,0.150793651,0,0
UniversityOfToronto,47,1955,7570282,5,357,331,354,351,349,346,343,340,337,334,-5,4,0,2,5,6,6,5,6,3,2,3,6,4,4,5,5,4,4,This Stroop task has no feedback,1,1,1,1,1,2,2,2,2,1,2,2,4,3,2,3,2,3,4,2,2,2,1,2,2,1,2,8,0,-1,-1,0,1,2,1,1,2,3,2,2,3,4,4,2,2,1,3,5,1,1,5,2,5,5,2,4,3,3,3,4,7,5,3,2,8,2,2,2,94,11/19/14,VE,23.2,SR-II,10,6,C,Monday,5,N/A,Leaned one shoulder against wall during clipboard task,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,3,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,194.0000026,12,33,2,6,5,4,7,3,15,34,NA,NA,36,35,23,21,22,14,15,16,12,17,32,13,20,18,19,21,30,29,37,31,27,0,28,11,8,10,9,13,23,24,15,26,25,1,18,11/19/14 11:42,11/19/14,11:42,11,19,14,92,111,11/19/14,11,19,14,92,111,9/22/14,9,22,14,31,53,0.816901408,0.816901408,Pass,3.5,6,2,3,5.5,2.533333333,5.5,2.833333333,3,5,5,2.5,LowPower,1,2,NoCredentials,Female,WorstGrade,0,0,1,0,0,1,-,CommunalFemale,Communal,FemaleTarget,4.4,-0.349206349,0,0
UniversityOfToronto,78,2224,7603751,5,357,330,354,351,348,345,342,339,336,333,-1,3,0,3,4,5,5,6,5,6,2,5,2,9,6,8,7,7,4,This Stroop task has no feedback,2,1,1,1,1,2,3,3,3,3,3,1,3,3,3,2,3,4,2,4,2,1,0,1,2,0,2,8,0,-1,-1,0,2,1,2,2,2,3,3,3,2,2,4,5,4,1,3,3,2,1,3,1,4,5,3,4,2,3,5,3,6,7,6,2,7,2,10,2,94,12/2/14,VE,24.7,II-SR,20,6,C,Friday,5,N/A,Leaned body against wall with clipboard,9/22/14,12/2/14,71,1,1,0,0,0,0,4,1,0,3,0,1,0,0,0,0,1,1,1,3,-21,1300,5000,30,1,0,0,1,0,0,0,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,240.000002,26,27,13,15,16,14,18,17,9,33,NA,NA,36,35,3,2,2,8,9,10,7,11,34,7,5,4,4,6,28,30,37,29,32,0,31,22,19,21,20,20,8,23,7,25,24,1,12,12/2/14 14:04,12/2/14,14:04,12,2,14,122,124,12/2/14,12,2,14,122,124,9/22/14,9,22,14,31,53,1,1,Pass,6,5.5,3,5,4,2.933333333,5,3.666666667,3,3,5,3,LowPower,1,4,NoCredentials,Male,WorstGrade,0,1,1,1,0,3,+,CommunalFemale,Communal,FemaleTarget,7.4,0.484126984,0,0
AshlandUniversity,76,1451,7522273,5,357,330,354,351,348,345,342,339,336,333,2,3,0,6,5,6,5,3,2,6,1,5,3,6,4,5,5,6,6,This Stroop task has no feedback,1,1,1,1,1,3,2,2,3,3,2,2,3,3,3,3,2,2,2,3,1,1,0,2,1,0,1,8,0,-1,-1,0,2,2,2,2,2,2,2,4,2,3,2,3,4,2,4,5,1,1,5,1,5,6,3,4,4,2,6,2,7,7,6,1,1,4,10,1,1,10/28/14,ERS,74,SR-II,20,7,B,Monday,5,Yes,Leaned against wall for clipboard portion.,8/25/14,11/25/14,92,1,1,0,0,0,0,3,0.25,0,5,0,1,0,0,0,0,1,1,1,3,15,160,500,30,1,0,0,1,0,1,0.125,"We draw from 8 courses, and this is a fairly small and tightknit campus and student community.  I imagine we have more than the typical amount of participant _cross-talk_, meaning the undesirable discussion of studies, although I doubt that is critical for this project.",Plastic,63.99999673,14,29,17,18,22,20,19,21,11,30,NA,NA,36,35,16,15,15,11,12,13,10,26,34,10,3,2,2,4,27,33,37,28,32,0,31,9,6,8,7,2,23,23,7,25,24,1,5,10/28/14 13:37,10/28/14,13:37,10,28,14,61,89,10/28/14,10,28,14,61,89,8/25/14,8,25,14,0,25,0.695652174,0.695652174,Pass,4,6.5,6,4.5,4,2.666666667,6,3,4,5,6,2.25,HighPower,1,5,NoCredentials,Female,WorstGrade,1,1,0,1,1,4,+,CommunalFemale,Communal,FemaleTarget,5.2,-0.182539683,0,0
NovaSoutheasternUniversity,130,2272,7607499,5,357,330,354,351,348,345,342,339,336,333,0,3,0,6,2,6,3,6,6,6,1,6,3,8,6,8,9,8,1,This Stroop task has no feedback,2,1,1,1,1,3,3,3,3,3,3,3,3,4,4,3,3,3,4,4,2,2,0,2,2,1,1,8,0,-1,-1,0,2,2,2,1,2,3,2,2,1,4,3,5,3,2,3,4,1,1,5,2,3,1,4,3,2,3,4,3,7,6,1,1,10,1,1,1,9,12/3/14,Guy M,78,II-SR,20,7,b,Friday,5,Yes,remained seated,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,5,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,239.9999932,2,34,21,23,26,22,24,25,9,32,NA,NA,36,35,12,11,11,4,5,6,3,20,30,3,18,17,17,19,28,27,37,31,33,0,29,16,13,15,14,16,3,7,15,9,8,1,10,12/3/14 10:00,12/3/14,10:00,12,3,14,122,125,12/3/14,12,3,14,122,125,8/25/14,8,25,14,0,25,0.980392157,0.980392157,Pass,5.5,6.5,4,6,2.5,3.133333333,5.5,3.333333333,3,4,1,3.5,HighPower,1,4,NoCredentials,Male,WorstGrade,0,0,0,0,1,1,-,CommunalFemale,Communal,FemaleTarget,7.8,0.150793651,0,1
NovaSoutheasternUniversity,22,470,7425142,5,357,330,354,351,348,345,342,339,336,333,-5,4,0,6,3,5,3,7,4,5,3,6,2,9,7,9,7,7,6,This Stroop task has no feedback,2,1,1,1,1,4,2,2,4,4,4,2,4,3,4,4,4,4,3,4,1,1,0,3,1,0,2,8,0,-1,-1,0,1,1,2,1,1,2,2,3,4,4,3,5,2,1,5,5,1,1,4,1,6,6,2,5,3,3,3,2,7,7,6,1,8,5,10,1,9,9/17/14,Bo,78,II-SR,20,6,b,Monday,5,Yes,As soon as I left his computer he sat down and finished the writing,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,5,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,160.0000041,2,27,11,13,16,14,15,12,12,31,NA,NA,36,35,18,17,17,4,5,6,3,19,28,3,22,21,21,23,30,33,37,34,32,0,29,10,7,9,8,13,4,24,20,26,25,1,20,9/17/14 9:57,9/17/14,9:57,9,17,14,31,48,9/17/14,9,17,14,31,48,8/25/14,8,25,14,0,25,0.225490196,0.225490196,Pass,6.5,5,5,5,2.5,3.333333333,6,3.166666667,5,5,6,2.25,HighPower,1,1,NoCredentials,Male,WorstGrade,1,1,1,1,1,5,+,CommunalFemale,Communal,FemaleTarget,7.8,-0.015873016,0,1
NovaSoutheasternUniversity,70,921,7471726,5,357,330,354,351,348,345,342,339,336,333,4,3,0,2,3,7,5,5,7,6,2,6,1,7,1,7,8,8,7,This Stroop task has no feedback,1,1,1,1,1,4,4,4,4,4,2,2,4,4,4,4,1,4,4,4,1,2,0,3,1,0,1,8,0,-1,-1,0,2,2,2,2,2,4,4,2,1,3,3,5,4,1,2,3,1,1,2,2,1,7,2,4,2,2,2,3,7,3,2,1,10,1,1,1,9,10/8/14,Guy M,78,II-SR,20,7,b,Monday,5,Yes,participant put clipboad down on a surface,8/25/14,12/5/14,102,1,1,1,1,0,0,5,0.5,0,5,0,1,1,0,0,0,1,1,1,3,20,360,480,80,1,0,0,3,1,1,0.1,"In case you need some history regarding our pool: As of Fall 2013, students in Intro. Psych. are required to complete 5 credit hours during the semester.  For about a year prior to Fall 2013, students were required to complete 2 credit hours.  For about 4 years prior to that, students were required to complete 1 credit hour.  We started our participant pool in Fall 2008.",Plastic,240.0000014,19,32,6,11,8,7,9,10,15,27,NA,NA,36,35,21,19,20,16,17,18,15,26,34,14,4,3,3,5,31,30,37,33,28,0,29,25,22,24,23,2,23,12,15,14,13,1,2,10/8/14 9:58,10/8/14,9:58,10,8,14,61,69,10/8/14,10,8,14,61,69,8/25/14,8,25,14,0,25,0.431372549,0.431372549,Pass,6,6.5,1.5,5.5,3.5,3.666666667,4,3.333333333,2,3,7,2.5,HighPower,1,5,NoCredentials,Female,WorstGrade,1,0,1,0,1,3,+,CommunalFemale,Communal,FemaleTarget,6.2,0.150793651,0,0
BradleyUniversity,111,2252,7604894,4,357,330,354,351,348,345,342,339,336,333,-9,5,0,6,2,7,5,5,2,7,1,5,1,7,6,5,6,6,6,This Stroop task has no feedback,1,1,1,1,1,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,2,1,0,3,2,1,1,8,0,-1,-1,0,2,2,2,2,2,5,5,4,2,4,2,4,4,2,4,4,2,1,3,1,5,2,3,3,2,4,6,2,7,7,6,2,2,4,8,1,61,12/2/14,jk,111,SR-II,10,5,b,Monday,4,No(3),came at 4:10,8/28/14,12/9/14,103,1,0,1,0,0,0,6,0.25,0,3,0,1,0,0,0,0,0,0,0,1,8,275,0,148,1,1,0,3,0,1,0.125,"We have course assistants that record participation points, but we don_t have anyone overseeing the participant pool overall, so no one allocates hours to researchers. It operates on a _first come, first served_ basis. Our psychology program is solely undergraduate, so most users are either faculty with undergrad research assistants and honors students running their projects.",Plastic,190.9999962,5,32,10,12,15,11,14,13,13,29,NA,NA,36,35,21,19,20,17,18,19,16,6,34,15,3,2,2,4,30,28,37,31,27,0,33,25,22,24,23,23,8,7,13,9,8,1,26,12/2/14 16:58,12/2/14,16:58,12,2,14,122,124,12/2/14,12,2,14,122,124,8/28/14,8,28,14,0,28,0.932038835,0.932038835,Fail,6,7,6,6.5,4,2.733333333,3,3,4,4,2,3.5,HighPower,1,5,NoCredentials,Female,WorstGrade,0,1,0,1,0,2,-,CommunalFemale,Communal,FemaleTarget,6,-0.182539683,0,0
